"subjid","rownum","submitdate","dimension","run","counterbalance","introcheck","introrating","introtiming","rating1","timing1","q1seen","q1comments","city","country","gender","age","thoughts","playtiming","playrating"
"FSF_r4a_me_0","625","2013-12-01 20:29","me","4","a","getit","0!!1!!2!!3!!4!!5!!6!!5!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!0!!0!!0!!0!!0!!0!!0!!0!!0!!0","0!!29.271!!30.161!!30.944!!31.769!!32.703!!34.894!!35.486!!35.865!!36.482!!36.817!!37.199!!37.493!!39.562!!39.976!!40.455!!40.812!!41.269!!41.703!!42.121!!42.618!!42.650!!42.687!!43.065!!48.273!!48.773!!48.812!!49.148!!49.444!!49.865!!50.414!!50.914!!50.944!!50.980!!51.006!!51.041!!51.072!!51.102!!51.133!!51.167!!51.202!!51.233!!51.265!!51.295","0!1!2!3!4!5!6!7!8!9!10!10!9!8!7!6!7!8!7!6!5!4!3!2!1!0!0!0!0!0!0!0!0!1!2!3!4!5!6!7!8!9!8!7!6!5!4!3!2!1!0!1!2!3!4!5!4!5!6!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!6!5!4!3!2!1!0!0!0!0!0!1!2!3!4!5!6!7!8!9!10!10!9!10!9!10!9!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!9!10!9!10!9!9!8!9!10!10!9!8!7!6!5!4!3!2!3!4!5!6!7!8!9!8!7!6!5!4!3!4!3!2!3!4!5!6!5!4!5!6!7!8!9!10!10!10!9!8!7!7!6!5!4!3!2!1!2!3!2!1!0!0!0!0!0!0!0!0!0!1!2!3!4!5!6!7!8!9!8!7!6!5!4!3!2!1!0!0!0!0!0!1!2!3!4!5!6!7!6!7!6!5!4!3!2!PAUSE!PLAY!PAUSE!PLAY!3!4!5!6!7!8!9!10!9!8!7!8!9!10!9!8!7!6!5!4!3!2!1!0!0!0!0!0!1!2!3!4!5!6!5!4!3!4!5!4!3!2!1!0!0!0!0!0!1!2!3!3!4!5!6!7!8!9!10!9!8!9!10!9!8!9!10!9!8!7!6!7!8!7!7!8!7!6!7!8!9!10!9!8!7!6!7!8!9!10!10!10!10!10!10!10!10!10!10!10!10!10!10!10!10!10!9!8!7!6!5!4!3!2!1!0!0!0!0!0!0!0!0!0!0!1!2!3!4!5!6!7!8!7!7!6!5!5!4!5!6!5!4!3!2!1!0!1!2!1!1!2!3!4!3!2!3!4!3!2!1!2!3!4!5!6!5!6!7!8!7!6!5!5!4!5!6!7!8!9!8!7!6!6!5!4!3!2!3!4!5!6!7!8","0!11.31!11.99!12.4!12.71!12.94!13.44!13.48!13.5!13.53!13.57!13.61!14.1!16.49!17.23!17.49!19.42!21.01!25.7!26.06!26.32!26.94!29.82!30.33!30.35!30.39!30.43!30.45!30.48!30.52!30.55!30.58!30.61!31.95!33.52!34.1!34.41!40.09!45.68!49.95!52.6!56.26!58.47!58.96!59!59.03!59.56!59.84!60.22!61.32!61.63!62.4!62.89!62.93!62.96!62.99!64.4!67.8!68.12!69.87!76.41!77.04!79.87!80.19!84.31!85.02!85.34!87.13!88.3!88.8!88.83!88.86!88.89!91!91.78!92.28!92.3!92.33!92.36!92.39!92.43!92.46!92.49!92.52!92.56!97.09!103.03!103.4!105.57!105.82!106.32!106.35!106.38!106.41!107.85!117.59!120.3!123.48!133.57!134.29!135.65!136.16!136.18!136.21!136.25!136.28!136.31!136.82!137.12!138.09!139.14!143.15!147.9!151.44!151.93!155.72!161.19!166.48!171.34!178.6!187.31!196.68!199.46!202.37!204.61!206.05!207.51!215.43!227.6!233.91!234.28!234.56!236.87!237.15!237.57!237.87!240.12!240.91!241.42!241.45!241.84!242.1!242.99!248.09!256.55!256.88!257.68!257.96!258.17!258.35!270.8!271.98!272.35!278.29!279.4!279.71!279.96!283.73!285.1!286.89!417.93!417.95!417.99!418.02!418.05!418.85!422.14!429.89!437.12!438.89!443.82!445.65!446.15!446.18!446.23!446.24!446.27!446.31!446.35!446.37!446.4!446.44!446.47!446.5!446.53!472.85!498.26!498.69!498.97!499.51!505.63!509.82!510.44!511.16!513.36!513.66!514.65!515.15!515.17!515.21!515.24!515.28!515.3!515.34!515.36!520.92!521.42!521.46!524.21!525.83!526.28!527.55!527.86!528.08!528.28!530.03!536.07!540.43!545.29!545.77!556.12!558.87!562.09!565.11!566.09!575.04!575.39!575.78!583.89!584.32!589.26!590.88!591.84!592.56!592.84!599.13!599.59!600.5!601.96!634.83!635.29!635.95!637.27!641.49!642!642.01!642.05!642.09!642.1!642.16!642.17!643.94!662.31!664.52!665.14!667.76!668.24!668.27!668.3!668.35!668.39!668.39!668.43!668.78!669.11!669.31!670.23!670.73!670.76!670.81!670.83!670.86!670.89!670.93!670.97!671.01!671.02!671.06!671.1!671.12!671.14!671.18!676.22!676.89!677.18!677.64!677.94!682.53!695.92!701.7!710.4!710.44!710.93!711.35!713.22!714.12!718.63!719.21!726.36!726.63!726.88!727.59!728.65!731.03!733.54!737.7!742.49!745.95!750.24!750.55!752.74!761.09!765.34!769.78!770.17!781.21!782!788.76!790.78!791.28!791.31!791.35!791.37!792.63!800.52!801.45!805.8!810.58!811.01!811.78!812.63!816.22!824.12!824.45!831.43!832.4!839.87!841.17!841.71!847.91!849.44!854.48!854.9!855.86!858.24!862.45!862.95!862.98!863.01!863.67!868.24","0!!0!!0!!0","0!!0!!0!!0","NULL","USA","female","40","This was fascinating. Thank you so much for offering it! ","0!!23.766!!24.207!!24.503!!24.75!!24.914!!25.391!!25.582!!25.750!!26.042!!26.253!!26.434!!26.503!!26.708!!26.888!!27.088!!27.290!!27.516!!27.850!!28.060!!28.25!!32.171!!32.417!!32.631!!32.832!!33.052!","0!!0!!1!!2!!3!!4!!5!!6!!5!!4!!3!!3!!4!!5!!6!!7!!8!!9!!10!!10!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0!!0!!0!!0!!0!!0!!0!!0"
"FSF_r5b_ob_0","626","NULL","NULL","NULL","NULL","getit","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!0!!0","0!!32.950!!33.450!!33.535!!33.618!!33.703!!33.786!!33.871!!33.956!!34.839!!35.694!!39.104!!39.351!!39.576!!39.791!!40.026!!40.342!!40.881!!41.332!!43.154!!43.380!!43.628!!44.201!!44.674!!45.056!!45.753!!46.069!!46.328!!52.437!!52.888!!53.091!!53.585!!54.519!!54.745!!54.947!!55.127!!55.319!!55.532!!55.746!!56.026","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0!!31.424!!31.924!!32.008!!32.093!!32.176!!32.259!!32.344!!32.429!!32.513!!32.597!!32.680!!32.764!!32.848!!32.933!!33.017!!36.700!!37.200!!37.286!!37.370!!37.455!!39.996!!40.234!!40.605!!42.068!!42.56","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!10!!10!!10!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0!!0"
"FSF_r4a_fa_0","627","NULL","fa","4","a","getit","0!!1!!2!!3!!4!!5!!6!!5!!6!!7!!8!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!9!!8!!7!!6!!5!!4","0!!28.198!!28.510!!28.760!!28.980!!29.182!!29.621!!30.432!!30.776!!31.057!!31.246!!31.480!!32.385!!32.651!!32.871!!33.480!!35.088!!35.292!!35.480!!35.698!!35.917!!38.855!!39.121!!39.355!!39.621!!39.917!!40.338!!40.760!!41.026!!41.292!!41.526!!41.823!!46.730!!47.151!!47.838!!48.338!!48.760!!49.385","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0!!11.046!!12.921!!13.546!!13.593!!13.625!!13.655!!13.687!!13.734!!13.766!!14.046!!14.266!!17.327!!17.530!!17.780!!17.984!!18.218!!19.968!!20.234!!20.516!!22.609!!22.796!!23!!23.202!!23.421!!23.641!!2","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0"
"FSF_r5b_ob_0","628","NULL","ob","5","b","getit","0!!0!!0!!1!!0!!0!!1!!0!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!5","0!!10.852!!21.475!!23.710!!24.095!!42.185!!44.233!!44.355!!45.942!!46.592!!46.819!!47.250!!47.542!!47.940!!48.540!!48.950!!49.371!!49.858!!50.246!!51.236!!52.059!!53.369!!53.993!!54.328!!54.704!!55.118!!55.579!!55.983!!56.483!!57.828!!58.203!!58.621!!58.955!!59.328!!59.816!!60.207!!60.606!!66.855!!67.106!!67.412!!67.861!!68.157!!68.585!!70.046","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0!!31.572!!32.046!!32.071!!32.134!!32.148!!32.207!!32.250!!32.253!!32.292!!32.325!!32.357!!32.365!!32.404!!32.429!!32.485!!32.489!!32.539!!32.575!!32.628!!32.644!!32.684!!32.704!!32.717!!32.726!!32.76","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!10!!10!!10!!10!!10!!10!!10!!10!!10!!10!!10!!10!!10!!10!!10!!10!!10!!10!!10!!10!!10!!10!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0!!0!!0!!0!!0!!0!!0!!0!!0"
"FSF_r4b_ph_0","629","NULL","ph","4","b","getit","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2","0!!19.983!!20.519!!21.035!!21.430!!21.766!!22.093!!22.440!!22.769!!23.210!!23.619!!25.514!!25.812!!26.043!!26.243!!26.443!!26.626!!26.819!!27.019!!27.516!!28.456!!30.763!!31.020!!31.388!!31.674!!31.875!!32.068!!32.213!!32.389!!32.559!!32.677!!38.615!!38.799!!38.953!!39.112!!39.283!!39.424!!39.608!!40.224","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0!!14.181!!14.743!!15.174!!16.102!!16.317!!16.487!!16.638!!16.804!!16.927!!17.126!!20.643!!20.836!!20.980!!21.123!!21.490!!24.700!!24.868!!25.050!!26.723!!26.875!!27.034!!27.198!!27.365!!27.516!!27.67","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0"
"FSF_r5b_sc_0","630","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r4b_so_0","631","2013-12-01 20:53","so","4","b","getit","0!!1!!2!!3!!4!!5!!6!!7!!6!!5!!4!!3!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4","0!!24.334!!24.622!!24.958!!25.774!!26.294!!26.646!!27.166!!29.582!!30.486!!30.990!!31.614!!33.070!!34.030!!34.805!!35.157!!35.662!!36.166!!36.574!!37.078!!37.726!!42.972!!43.132!!43.563!!43.812!!44.012!!44.226","0!1!2!3!2!1!0!1!2!3!4!5!6!7!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!6!5!4!3!2!1!0!1!2!1!0!1!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!5!4!3!2!1!0!0!1!2!3!4!5!6!5!4!3!2!1!0!1!2!3!4!5!6!5!4!3!2!1!0!1!2!3!4!5!6!5!4!3!2!1!0!1!2!3!4!5!4!3!2!1!0!1!2!3!4!5!6!7!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!7!6!5!4!3!4!5!4!3!2!1!0!1!2!1!0!1!2!3!4!5!6!7!6!5!4!3!2!1!0!1!2!3!2!1!0!1!2!3!4!5!6!7!6!5!4!3!2!1!0!1!0!1!2!3!4!5!4!3!2!1!0!1!2!3!4!5!6!7!8!7!6!5!4!5!4!3!2!1!0!1!2!3!4!3!2!1!2!3!4!5!4!3!2!1!0!PAUSE!PLAY!1!2!3!4!5!6!7!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!6!5!4!3","0!12.65!16.6!18.29!23.46!23.86!24.32!33.71!35.68!36.57!37.71!40.86!45.71!45.88!52.75!61.08!62.33!62.84!63.32!64.06!64.57!65.53!66.76!86.46!86.72!86.96!87.18!87.44!92.19!94.5!103.28!104.44!106.37!106.73!107.13!107.55!108.24!114.05!115.5!123.11!124.34!131.48!131.68!131.91!132.07!132.42!133.03!133.22!133.48!133.7!133.85!134.68!134.85!134.99!135.14!135.28!135.42!135.55!135.68!135.84!135.96!139.39!139.57!139.71!139.82!139.97!140.15!140.43!140.83!143.88!144.3!144.55!144.82!145.02!145.19!145.34!145.5!146.53!146.89!147.52!148.23!148.68!153.67!155.67!155.8!155.92!156.06!156.16!156.32!156.44!163.36!163.71!164!164.23!164.66!165.25!167.27!167.76!168!168.14!168.27!168.4!175.01!178.42!178.7!178.83!178.94!179.07!179.76!183.26!183.49!183.73!183.87!183.98!223.55!225.78!226.35!226.55!226.95!238.85!240.08!242.33!245.6!245.93!246.17!246.33!258.78!258.86!258.98!259.19!259.42!260.38!260.51!260.65!260.77!260.9!293.06!293.7!294.75!295.59!296.29!300.67!301.33!302.45!308.48!316.72!317.11!317.48!318.56!318.87!316!471.88!473.35!474.2!474.44!475.42!476.61!479.16!484.53!485.27!486.76!487.13!489.4!495.05!496.52!496.9!497.13!497.37!503.62!504.4!504.8!508.29!517.83!518.66!519.2!520.14!533.76!533.96!534.45!555.09!557.61!558.27!558.69!558.95!595.68!595.68!622.66!623.02!623.46!624.96!625.14!625.38!625.59!625.95!632.14!634.47!635.36!637.09!638.09!639.75!640.47!641.19!641.92!642.18!642.65!642.84!643.29!643.49!644.64!647.17!648.11!654.4!657.31","0!!0!!0!!0","0!!0!!0!!This clip moved way too slow. It was almost in slow motion.","Orlando","USA","Female","26"," ","0!!8.0190!!9.1140!!9.4749!!9.6909!!9.9140!!10.091!!10.275!!10.434!!10.618!!10.755!!14.338!!14.578!!14.835!!15.075!!15.403!!17.371!!17.795!!18.092!!20.003!!20.194!!20.411!!20.618!!20.827!!21.066!!21.33","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0"
"FSF_r4b_me_0","632","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r4a_ob_0","633","NULL","ob","4","a","getit","10","timing:","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","timing:","10"
"FSF_r5b_me_0","634","NULL","me","5","b","getit","0!!1!!2!!3!!4!!5!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2","0!!36.169!!36.414!!36.636!!36.853!!37.202!!41.461!!41.672!!42.394!!42.829!!43.704!!45.789!!46.195!!46.779!!47.190!!47.685!!48.156!!48.595!!49.020!!49.292!!49.500!!54.421!!54.712!!55.075!!55.327!!55.566!!55.787!!55.998!!56.233","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0!!8.1889!!8.3769!!8.5349!!8.6929!!8.8399!!9.0109!!9.1699!!10.247!!10.428!!10.570!!10.836!!15.529!!15.723!!15.894!!16.020!!16.214!!17.720!!17.843!!18.279!!20.549!!20.736!!20.895!!21.052!!21.358!!21.49","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0"
"FSF_r4a_fa_0","635","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r4a_so_0","636","2013-12-01 21:22","so","4","a","getit","10","timing:","0!1!2!3!4!5!6!7!8!PAUSE!PLAY!PAUSE!PLAY!PAUSE!PLAY!7!6!5!4!3!2!3!4!5!6!7!6!5!4!3!2!3!4!5!6!7!7!6!5!4!3!2!1!0!1!2!3!4!3!2!1!2!3!4!5!6!7!6!5!4!3!2!1!0!1!2!3!4!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!8!9!10!9!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!10!9!8!9","0!13.7!13.85!13.99!14.13!14.29!14.45!15.93!16.13!26.47!26.47!30.99!20.144!31.14!0.1280!7.07!8.05!8.29!8.57!9.04!11.1!18.54!18.75!18.99!28.12!29.02!46!46.33!46.71!47.71!57.5!76.92!77.16!79.31!79.73!80.99!92.74!98.19!98.36!98.53!98.69!98.87!99.06!99.29!108.39!108.53!108.69!108.91!122.95!123.17!123.4!137.83!139.22!142.53!143.03!143.4!150.11!152.73!155.43!162.81!168!168.39!175.61!203.47!204.41!218.2!218.42!218.62!218.82!219.74!219.93!220.13!220.32!220.51!228.45!228.63!228.82!228.96!229.32!229.54!229.68!230.38!233.11!265.53!282.43!284.43!344.99!345.19!345.43!347.08!347.31!347.49!347.66!347.83!348.02!348.2!355.44!355.68!355.89!356.11!356.35!369.01!369.53!383.23!391.77!409.72!416.9!418.38!422.3","0!!0!!0!!seen","0!!0!!0!!0","Brewster","United States","Female","50"," Very interesting and would like to see more. ","timing:","10"
"FSF_r3b_so_0","637","NULL","so","3","b","getit","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!8!!7!!6!!5!!4!!3!!2!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2","0!!20.311!!20.654!!20.904!!21.092!!21.278!!21.450!!22.276!!22.651!!24.476!!27.204!!27.407!!27.563!!27.734!!27.906!!28.109!!28.375!!29.263!!31.978!!32.243!!32.414!!32.648!!33.070!!33.475!!33.881!!34.349!!35.411!!40.792!!40.963!!41.151!!41.338!!41.540!!41.743!!41.977!!42.227","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0!!48.019!!48.222!!48.378!!48.549!!48.720!!48.861!!49.049!!49.252!!49.423!!49.595!!49.766!!49.953!!50.25!!50.483!!50.671!!50.842!!51.029!!51.202!!51.404!!51.623!!55.242!!55.414!!55.585!!55.740!!56.006","0!!1!!2!!3!!4!!5!!6!!7!!6!!5!!4!!3!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0"
"FSF_r4a_so_0","638","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r4a_fa_0","639","NULL","fa","4","a","getit","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2","0!!24.105!!24.414!!24.679!!25.381!!25.776!!26.432!!26.919!!27.314!!27.802!!29.623!!30.634!!30.901!!31.164!!31.429!!31.740!!32.097!!32.406!!32.677!!33.032!!33.600!!35.077!!35.304!!35.569!!35.929!!36.195!!36.631!!36.855!!37.078!!37.307!!37.574!!43.376!!43.687!!43.908!!44.092!!44.358!!45.016!!45.707!!46.381","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0!!3.6470!!3.8720!!4.0900!!4.2650!!4.4830!!7.8960!!8.3650!!8.4120!!8.4580!!8.5040!!8.5500!!8.5970!!8.6450!!8.6920!!8.7400!!8.7870!!11.974!!12.366!!12.542!!12.716!!12.941!!15.182!!15.356!!15.531!!18.00","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!10!!10!!10!!10!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0"
"FSF_r5a_fa_0","640","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r5b_so_0","641","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r4b_so_0","642","2013-12-01 21:29","so","4","b","getit","10","timing:","0!1!2!3!2!1!2!3!4!5!6!7!8!7!6!7!6!5!PAUSE!PLAY!6!7!6!5!4!3!4!5!6!5!4!5!6!7!6!5!4!5!6!7!6!5!4!5!6!5!4!5!6!7!6!5!4!3!4!5!6!7!6!5!4!5!4!3!4!5!6!5!4!5!6!5!6!7!6!5!4!5!6!7!6!5!4!5!6!5!4!3!2!1!0!0!1!2!3!4!5!6!7!8!9!10!10!10!10!10!9!8!7!6!5!4!3!2!1!0!0!0!0!0!1!2!3!4!5!6!7!8!9!10!9!10!9!10!9!8!7!8!9!10!9!8!7!6!5!6!5!6!7!8!9!10!9!8!9!10!10!9!8!7!6!7!8!7!8!9!10!9!8!7!8!9!10!10!9!8!7!6!5!4!3!2!1!0!0!1!2!1!0!0!0!1!0!0!0!1!0!1!2!3!4!5!6!7!6!7!8!9!10!9!10!9!10!9!8!7!6!7!8!9!10!10!9!8!7!6!7!8!7!6!5!6!5!4!5!4!3!2!1!0!0!1!2!3!4!5!6!7!8!9!10!9!8!7!8!7!8!7!6!7!8!7!8!9!10!9!8!7!8!7!6!7!6!5!6!7!6!5!6!7!8!7!6!7!8!9!10!9!10!9!8!7!6!5!4!3!2!3!4!5!6!5!6!7!6!7!8!9!10!9!8!7!6!5!4!3!2!1!0!0!0!0!0!0!1!2!3!4!5!6!7!8!9!8!7!8!9!10!9!8!7!6!7!8!7!6!5!6!7!8!9!10!9!8!7!8!9!10!9!8!7!6!5!6!7!6!5!4!5!6!7!8!7!6!7!8!7!6!5!4!5!6!7!8!9!8!7!8!7!6!5","0!13.55!13.97!14.52!15.38!16.03!18.46!18.74!19.17!21.76!22.32!22.66!24.47!26.42!26.81!28.28!28.92!29.51!32.22!32.22!36.76!37.57!40.96!41.51!42.41!42.8!46.73!47.18!48.78!51.46!52.27!58.63!59.15!62.69!63.1!63.38!63.88!66.67!67.2!70.18!70.57!70.9!71.58!74.49!74.83!78.21!79.23!81.19!81.66!82.1!84.53!84.94!85.41!85.81!86.44!87.03!87.45!93.64!97.04!97.68!98.28!99.4!99.9!100.51!101.21!101.54!101.94!106.19!107.12!107.71!108.09!112.16!112.66!113.28!113.99!114.24!114.5!116.9!118.32!118.62!119.41!123.56!123.91!125.42!125.75!126.19!126.48!126.84!128.09!128.7!128.98!129.38!129.78!130.83!131.37!131.42!131.45!131.5!131.53!131.58!131.61!131.65!131.69!131.73!131.76!131.79!132.73!133.28!133.31!133.35!133.39!133.43!133.46!133.51!133.54!133.59!133.62!133.67!133.71!133.74!140.25!140.58!140.81!141.17!141.56!141.92!142.25!142.78!143.03!143.26!146.18!148.19!148.66!150.19!154.26!154.62!154.93!155.94!156.26!156.57!157.5!158.05!158.31!158.67!159.22!160.2!162.21!162.68!163.37!163.73!164.29!164.63!167.32!167.78!16253.78!254.42!254.64!254.89!255.53!258.04!258.31!258.6!260.38!262.14!262.3!262.72!262.99!263.1!266.11!266.42!266.71!267.35!267.78!268.15!268.48!268.81!269.2!269.62!277.51!278.06!280.79!287.28!288.99!292.17!292.89!295.15!301.32!303.61!307.82!308.62!310.99!311.49!312.42!315.97!316.4!319.93!320.54!321.27!325.09!326.18!328.35!328.85!329.27!329.65!329.86!330.5!330.85!331.55!337.24!337.81!338.98!339.33!339.68!339.99!343.86!344.67!346.81!348.77!349.37!349.88!350.21!350.71!351.52!352.3!353.22!353.58!354.31!360.53!363.8!364.76!367.31!375.89!376.39!376.89!377.22!377.58!382.01!382.45!385.75!387.19!387.72!387.75!387.8!387.83!387.86!387.91!387.94!387.97!388.02!388.05!388.09!392.21!392.62!393.09!393.57!394.04!394.65!399.31!399.92!402.17!403.09!403.82!406.75!407.08!408.14!412.27!415.27!419.82!420.15!421.28!423.55!426.7!427.16!431.86!432.84!433.67!437.6!438.18!444.24!446.86!447.19!447.89!449.95!450.28!450.55!451.76!452.09!452.48!453.04!457.71!458.72!459.27!467.19!467.53!468.14!469!472.09!472.54!473.38!476.49!476.91!480.87!482.26!488.47!488.8!489.13!494.43!495.06!495.6!498.5!499.28!500.05!501.44!501.87!505.68!506.05!506.3!506.87","0!!0!!0!!0","0!!0!!0!!0","Palatine","USA","male","27"," ","timing:","10"
